INSTCODE,NAME OF THE INSTITUTION,TYPE,INST_REG,DIST,PLACE,COED,AFFL.,ESTD,A_REG,branch_code,COLLFEE,cutoff_rank,category,gender
PACE,PACE INSTITUTE OF TECHNOLOGY AND SCIENCES,PVT,AU,PKS,ONGOLE,COED,JNTUK,2008.0,AU,CSE,43600,73455.0,OC,BOYS
PACE,PACE INSTITUTE OF TECHNOLOGY AND SCIENCES,PVT,AU,PKS,ONGOLE,COED,JNTUK,2008.0,AU,CSER,43600,92286.0,OC,BOYS
PACE,PACE INSTITUTE OF TECHNOLOGY AND SCIENCES,PVT,AU,PKS,ONGOLE,COED,JNTUK,2008.0,AU,ECE,43600,110435.0,OC,BOYS
PACE,PACE INSTITUTE OF TECHNOLOGY AND SCIENCES,PVT,AU,PKS,ONGOLE,COED,JNTUK,2008.0,AU,EVT,43600,138466.0,OC,BOYS
PACE,PACE INSTITUTE OF TECHNOLOGY AND SCIENCES,PVT,AU,PKS,ONGOLE,COED,JNTUK,2008.0,AU,INF,43600,97562.0,OC,BOYS
PACE,PACE INSTITUTE OF TECHNOLOGY AND SCIENCES,PVT,AU,PKS,ONGOLE,COED,JNTUK,2008.0,AU,MEC,43600,157914.0,OC,BOYS
PKSK,PRAKASAM ENGINEERING COLLEGE,PVT,AU,PKS,KANDKUR,COED,JNTUK,2001.0,AU,CAI,43000,103002.0,OC,BOYS
PKSK,PRAKASAM ENGINEERING COLLEGE,PVT,AU,PKS,KANDKUR,COED,JNTUK,2001.0,AU,CIV,43000,139060.0,OC,BOYS
PKSK,PRAKASAM ENGINEERING COLLEGE,PVT,AU,PKS,KANDKUR,COED,JNTUK,2001.0,AU,CSC,43000,95096.0,OC,BOYS
PKSK,PRAKASAM ENGINEERING COLLEGE,PVT,AU,PKS,KANDKUR,COED,JNTUK,2001.0,AU,CSE,43000,100732.0,OC,BOYS
PKSK,PRAKASAM ENGINEERING COLLEGE,PVT,AU,PKS,KANDKUR,COED,JNTUK,2001.0,AU,ECE,43000,131441.0,OC,BOYS
PKSK,PRAKASAM ENGINEERING COLLEGE,PVT,AU,PKS,KANDKUR,COED,JNTUK,2001.0,AU,EEE,43000,176775.0,OC,BOYS
PKSK,PRAKASAM ENGINEERING COLLEGE,PVT,AU,PKS,KANDKUR,COED,JNTUK,2001.0,AU,MEC,43000,159229.0,OC,BOYS
QISE,QIS COLLEGE OF ENGG. AND TECHNOLOGY,PVT,AU,PKS,ONGOLE,COED,JNTUK,1998.0,AU,AI,87600,73300.0,OC,BOYS
QISE,QIS COLLEGE OF ENGG. AND TECHNOLOGY,PVT,AU,PKS,ONGOLE,COED,JNTUK,1998.0,AU,AID,87600,86168.0,OC,BOYS
QISE,QIS COLLEGE OF ENGG. AND TECHNOLOGY,PVT,AU,PKS,ONGOLE,COED,JNTUK,1998.0,AU,CIC,87600,114595.0,OC,BOYS
QISE,QIS COLLEGE OF ENGG. AND TECHNOLOGY,PVT,AU,PKS,ONGOLE,COED,JNTUK,1998.0,AU,CIT,87600,119026.0,OC,BOYS
QISE,QIS COLLEGE OF ENGG. AND TECHNOLOGY,PVT,AU,PKS,ONGOLE,COED,JNTUK,1998.0,AU,CIV,87600,155641.0,OC,BOYS
QISE,QIS COLLEGE OF ENGG. AND TECHNOLOGY,PVT,AU,PKS,ONGOLE,COED,JNTUK,1998.0,AU,CSD,87600,104828.0,OC,BOYS
QISE,QIS COLLEGE OF ENGG. AND TECHNOLOGY,PVT,AU,PKS,ONGOLE,COED,JNTUK,1998.0,AU,CSE,87600,73374.0,OC,BOYS
QISE,QIS COLLEGE OF ENGG. AND TECHNOLOGY,PVT,AU,PKS,ONGOLE,COED,JNTUK,1998.0,AU,CSM,87600,77891.0,OC,BOYS
QISE,QIS COLLEGE OF ENGG. AND TECHNOLOGY,PVT,AU,PKS,ONGOLE,COED,JNTUK,1998.0,AU,ECE,87600,110388.0,OC,BOYS
QISE,QIS COLLEGE OF ENGG. AND TECHNOLOGY,PVT,AU,PKS,ONGOLE,COED,JNTUK,1998.0,AU,EEE,87600,160009.0,OC,BOYS
QISE,QIS COLLEGE OF ENGG. AND TECHNOLOGY,PVT,AU,PKS,ONGOLE,COED,JNTUK,1998.0,AU,INF,87600,134298.0,OC,BOYS
QISE,QIS COLLEGE OF ENGG. AND TECHNOLOGY,PVT,AU,PKS,ONGOLE,COED,JNTUK,1998.0,AU,MEC,87600,144475.0,OC,BOYS
QISP,QIS COLLEGE OF PHARMACY,PVT,AU,PKS,ONGOLE,COED,JNTUK,2006.0,AU,PHD,65000,145792.0,OC,BOYS
RGAN,RISE KRISHNA SAI GANDHI GROUP OF INSTITUTIONS,PVT,AU,PKS,ONGOLE,COED,JNTUK,2009.0,AU,CSD,43000,110683.0,OC,BOYS
RGAN,RISE KRISHNA SAI GANDHI GROUP OF INSTITUTIONS,PVT,AU,PKS,ONGOLE,COED,JNTUK,2009.0,AU,CSE,43000,93964.0,OC,BOYS
RGAN,RISE KRISHNA SAI GANDHI GROUP OF INSTITUTIONS,PVT,AU,PKS,ONGOLE,COED,JNTUK,2009.0,AU,ECE,43000,119298.0,OC,BOYS
RPRA,RISE KRISHNA SAI PRAKASAM GROUP OF INSTITUTIONS,PVT,AU,PKS,ONGOLE,COED,JNTUK,2009.0,AU,CIV,43000,118619.0,OC,BOYS
RPRA,RISE KRISHNA SAI PRAKASAM GROUP OF INSTITUTIONS,PVT,AU,PKS,ONGOLE,COED,JNTUK,2009.0,AU,CSD,43000,60673.0,OC,BOYS
RPRA,RISE KRISHNA SAI PRAKASAM GROUP OF INSTITUTIONS,PVT,AU,PKS,ONGOLE,COED,JNTUK,2009.0,AU,CSE,43000,63189.0,OC,BOYS
RPRA,RISE KRISHNA SAI PRAKASAM GROUP OF INSTITUTIONS,PVT,AU,PKS,ONGOLE,COED,JNTUK,2009.0,AU,CSM,43000,29839.0,OC,BOYS
RPRA,RISE KRISHNA SAI PRAKASAM GROUP OF INSTITUTIONS,PVT,AU,PKS,ONGOLE,COED,JNTUK,2009.0,AU,ECE,43000,79342.0,OC,BOYS
RPRA,RISE KRISHNA SAI PRAKASAM GROUP OF INSTITUTIONS,PVT,AU,PKS,ONGOLE,COED,JNTUK,2009.0,AU,EEE,43000,124315.0,OC,BOYS
RPRA,RISE KRISHNA SAI PRAKASAM GROUP OF INSTITUTIONS,PVT,AU,PKS,ONGOLE,COED,JNTUK,2009.0,AU,MEC,43000,138927.0,OC,BOYS
SGIT,DR SAMUEL GEORGE INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,PKS,MARKAPUR,COED,JNTUK,1997.0,AU,AIM,43000,176375.0,OC,BOYS
SGIT,DR SAMUEL GEORGE INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,PKS,MARKAPUR,COED,JNTUK,1997.0,AU,CSE,43000,174623.0,OC,BOYS
SGIT,DR SAMUEL GEORGE INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,PKS,MARKAPUR,COED,JNTUK,1997.0,AU,ECE,43000,176361.0,OC,BOYS
ADIT,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT,PVT,AU,SKL,TEKKALI,COED,JNTUV,2001.0,AU,CIV,79600,83333.0,OC,BOYS
ADIT,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT,PVT,AU,SKL,TEKKALI,COED,JNTUV,2001.0,AU,CSD,79600,35269.0,OC,BOYS
ADIT,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT,PVT,AU,SKL,TEKKALI,COED,JNTUV,2001.0,AU,CSE,79600,24017.0,OC,BOYS
ADIT,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT,PVT,AU,SKL,TEKKALI,COED,JNTUV,2001.0,AU,CSM,79600,30251.0,OC,BOYS
ADIT,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT,PVT,AU,SKL,TEKKALI,COED,JNTUV,2001.0,AU,ECE,79600,38536.0,OC,BOYS
ADIT,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT,PVT,AU,SKL,TEKKALI,COED,JNTUV,2001.0,AU,EEE,79600,54189.0,OC,BOYS
ADIT,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT,PVT,AU,SKL,TEKKALI,COED,JNTUV,2001.0,AU,INF,79600,39291.0,OC,BOYS
ADIT,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT,PVT,AU,SKL,TEKKALI,COED,JNTUV,2001.0,AU,MEC,79600,69225.0,OC,BOYS
BRAUSF,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE,SF,AU,SKL,SRIKAKULAM,COED,BRAU,2018.0,AU,CIV,48500,138521.0,OC,BOYS
BRAUSF,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE,SF,AU,SKL,SRIKAKULAM,COED,BRAU,2018.0,AU,CSE,48500,61121.0,OC,BOYS
BRAUSF,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE,SF,AU,SKL,SRIKAKULAM,COED,BRAU,2018.0,AU,EEE,48500,86394.0,OC,BOYS
BRAUSF,COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE,SF,AU,SKL,SRIKAKULAM,COED,BRAU,2018.0,AU,MEC,48500,104674.0,OC,BOYS
GMRI,G M R INSTITUTE OF TECHNOLOGY,PVT,AU,SKL,RAJAM,COED,JNTUV,1997.0,AU,CAD,77800,11221.0,OC,BOYS
GMRI,G M R INSTITUTE OF TECHNOLOGY,PVT,AU,SKL,RAJAM,COED,JNTUV,1997.0,AU,CIV,77800,49728.0,OC,BOYS
GMRI,G M R INSTITUTE OF TECHNOLOGY,PVT,AU,SKL,RAJAM,COED,JNTUV,1997.0,AU,CSE,77800,11908.0,OC,BOYS
GMRI,G M R INSTITUTE OF TECHNOLOGY,PVT,AU,SKL,RAJAM,COED,JNTUV,1997.0,AU,CSM,77800,9843.0,OC,BOYS
GMRI,G M R INSTITUTE OF TECHNOLOGY,PVT,AU,SKL,RAJAM,COED,JNTUV,1997.0,AU,ECE,77800,11515.0,OC,BOYS
GMRI,G M R INSTITUTE OF TECHNOLOGY,PVT,AU,SKL,RAJAM,COED,JNTUV,1997.0,AU,EEE,77800,30467.0,OC,BOYS
GMRI,G M R INSTITUTE OF TECHNOLOGY,PVT,AU,SKL,RAJAM,COED,JNTUV,1997.0,AU,INF,77800,14733.0,OC,BOYS
GMRI,G M R INSTITUTE OF TECHNOLOGY,PVT,AU,SKL,RAJAM,COED,JNTUV,1997.0,AU,MEC,77800,40986.0,OC,BOYS
SSCE,SRI SIVANI COLLEGE OF ENGINEERING,PVT,AU,SKL,SRIKAKULAM,COED,JNTUV,2006.0,AU,CIV,43000,139201.0,OC,BOYS
SSCE,SRI SIVANI COLLEGE OF ENGINEERING,PVT,AU,SKL,SRIKAKULAM,COED,JNTUV,2006.0,AU,CSE,43000,89312.0,OC,BOYS
SSCE,SRI SIVANI COLLEGE OF ENGINEERING,PVT,AU,SKL,SRIKAKULAM,COED,JNTUV,2006.0,AU,ECE,43000,87724.0,OC,BOYS
SSCE,SRI SIVANI COLLEGE OF ENGINEERING,PVT,AU,SKL,SRIKAKULAM,COED,JNTUV,2006.0,AU,MEC,43000,110418.0,OC,BOYS
VETS,SR VENKATESWARA COLL OF ENGINEERING,PVT,AU,SKL,SRIKAKULAM,COED,JNTUV,2008.0,AU,AIM,43000,116950.0,OC,BOYS
VETS,SR VENKATESWARA COLL OF ENGINEERING,PVT,AU,SKL,SRIKAKULAM,COED,JNTUV,2008.0,AU,CIV,43000,161014.0,OC,BOYS
VETS,SR VENKATESWARA COLL OF ENGINEERING,PVT,AU,SKL,SRIKAKULAM,COED,JNTUV,2008.0,AU,CSE,43000,73109.0,OC,BOYS
VETS,SR VENKATESWARA COLL OF ENGINEERING,PVT,AU,SKL,SRIKAKULAM,COED,JNTUV,2008.0,AU,CSM,43000,103215.0,OC,BOYS
VETS,SR VENKATESWARA COLL OF ENGINEERING,PVT,AU,SKL,SRIKAKULAM,COED,JNTUV,2008.0,AU,ECE,43000,95344.0,OC,BOYS
VETS,SR VENKATESWARA COLL OF ENGINEERING,PVT,AU,SKL,SRIKAKULAM,COED,JNTUV,2008.0,AU,MEC,43000,157071.0,OC,BOYS
ANIL,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI,PVT,AU,VSP,BHEEMUNIPATNAM,COED,AU,2001.0,AU,CHE,84100,47348.0,OC,BOYS
ANIL,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI,PVT,AU,VSP,BHEEMUNIPATNAM,COED,AU,2001.0,AU,CIV,84100,38344.0,OC,BOYS
ANIL,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI,PVT,AU,VSP,BHEEMUNIPATNAM,COED,AU,2001.0,AU,CSD,84100,11969.0,OC,BOYS
ANIL,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI,PVT,AU,VSP,BHEEMUNIPATNAM,COED,AU,2001.0,AU,CSE,84100,7658.0,OC,BOYS
ANIL,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI,PVT,AU,VSP,BHEEMUNIPATNAM,COED,AU,2001.0,AU,CSM,84100,9878.0,OC,BOYS
ANIL,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI,PVT,AU,VSP,BHEEMUNIPATNAM,COED,AU,2001.0,AU,ECE,84100,16881.0,OC,BOYS
ANIL,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI,PVT,AU,VSP,BHEEMUNIPATNAM,COED,AU,2001.0,AU,EEE,84100,30843.0,OC,BOYS
ANIL,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI,PVT,AU,VSP,BHEEMUNIPATNAM,COED,AU,2001.0,AU,INF,84100,14788.0,OC,BOYS
ANIL,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI,PVT,AU,VSP,BHEEMUNIPATNAM,COED,AU,2001.0,AU,MEC,84100,49372.0,OC,BOYS
AUCE,A U COLLEGE OF ENGG. VISAKHAPATNAM,UNIV,AU,VSP,VISAKHAPATNAM,COED,AU,1953.0,AU,BIO,44500,32107.0,OC,BOYS
AUCE,A U COLLEGE OF ENGG. VISAKHAPATNAM,UNIV,AU,VSP,VISAKHAPATNAM,COED,AU,1953.0,AU,CHE,44500,16747.0,OC,BOYS
AUCE,A U COLLEGE OF ENGG. VISAKHAPATNAM,UNIV,AU,VSP,VISAKHAPATNAM,COED,AU,1953.0,AU,CIV,44500,18485.0,OC,BOYS
AUCE,A U COLLEGE OF ENGG. VISAKHAPATNAM,UNIV,AU,VSP,VISAKHAPATNAM,COED,AU,1953.0,AU,CSE,44500,2524.0,OC,BOYS
AUCE,A U COLLEGE OF ENGG. VISAKHAPATNAM,UNIV,AU,VSP,VISAKHAPATNAM,COED,AU,1953.0,AU,ECE,44500,3842.0,OC,BOYS
AUCE,A U COLLEGE OF ENGG. VISAKHAPATNAM,UNIV,AU,VSP,VISAKHAPATNAM,COED,AU,1953.0,AU,EEE,44500,7499.0,OC,BOYS
AUCE,A U COLLEGE OF ENGG. VISAKHAPATNAM,UNIV,AU,VSP,VISAKHAPATNAM,COED,AU,1953.0,AU,GIN,44500,26257.0,OC,BOYS
AUCE,A U COLLEGE OF ENGG. VISAKHAPATNAM,UNIV,AU,VSP,VISAKHAPATNAM,COED,AU,1953.0,AU,IST,44500,13284.0,OC,BOYS
AUCE,A U COLLEGE OF ENGG. VISAKHAPATNAM,UNIV,AU,VSP,VISAKHAPATNAM,COED,AU,1953.0,AU,MEC,44500,12665.0,OC,BOYS
AUCE,A U COLLEGE OF ENGG. VISAKHAPATNAM,UNIV,AU,VSP,VISAKHAPATNAM,COED,AU,1953.0,AU,NAM,44500,13196.0,OC,BOYS
AUCESF,A U COLLEGE OF ENGG-SELF FINANCE VISAKHAPATNAM,SF,AU,VSP,VISAKHAPATNAM,COED,AU,2018.0,AU,INF,62000,7787.0,OC,BOYS
AUCP,AU COLLEGE OF ENGG. SCHOOL OF PHARMACY,UNIV,AU,VSP,VISAKHAPATNAM,COED,AU,1926.0,AU,PHM,29900,83872.0,OC,BOYS
AUCPSF,AU COLLEGE OF ENGG.SCHOOL OF PHARMACY-SELF FINANCE,SF,AU,VSP,VISAKHAPATNAM,COED,AU,2009.0,AU,PHD,68000,58907.0,OC,BOYS
AVEN,AVANTHI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,VSP,NARSIPATNAM,COED,JNTUV,1999.0,AU,CSE,43000,74420.0,OC,BOYS
AVEN,AVANTHI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,VSP,NARSIPATNAM,COED,JNTUV,1999.0,AU,CSM,43000,49963.0,OC,BOYS
AVEN,AVANTHI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,VSP,NARSIPATNAM,COED,JNTUV,1999.0,AU,ECE,43000,78027.0,OC,BOYS
AVEN,AVANTHI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,VSP,NARSIPATNAM,COED,JNTUV,1999.0,AU,EEE,43000,71336.0,OC,BOYS
AVEN,AVANTHI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,VSP,NARSIPATNAM,COED,JNTUV,1999.0,AU,MEC,43000,154584.0,OC,BOYS
BABA,BABA INST OF TECH AND SCIENCES,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008.0,AU,AIM,43000,101208.0,OC,BOYS
BABA,BABA INST OF TECH AND SCIENCES,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008.0,AU,CIV,43000,33095.0,OC,BOYS
BABA,BABA INST OF TECH AND SCIENCES,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008.0,AU,CSE,43000,97457.0,OC,BOYS
BABA,BABA INST OF TECH AND SCIENCES,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008.0,AU,ECE,43000,86191.0,OC,BOYS
BABA,BABA INST OF TECH AND SCIENCES,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008.0,AU,MEC,43000,119000.0,OC,BOYS
BCET,BEHARA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2024.0,AU,CSD,43000,51457.0,OC,BOYS
BCET,BEHARA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2024.0,AU,CSE,43000,136007.0,OC,BOYS
BCET,BEHARA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2024.0,AU,ECE,43000,115497.0,OC,BOYS
BCET,BEHARA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2024.0,AU,MEC,43000,170258.0,OC,BOYS
CEVP,CHAITANYA ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002.0,AU,AID,43000,148847.0,OC,BOYS
CEVP,CHAITANYA ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002.0,AU,CAI,43000,94003.0,OC,BOYS
CEVP,CHAITANYA ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002.0,AU,CIV,43000,99956.0,OC,BOYS
CEVP,CHAITANYA ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002.0,AU,CSE,43000,103186.0,OC,BOYS
CEVP,CHAITANYA ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002.0,AU,CSM,43000,79769.0,OC,BOYS
CEVP,CHAITANYA ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002.0,AU,ECE,43000,86909.0,OC,BOYS
CEVP,CHAITANYA ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002.0,AU,MEC,43000,114670.0,OC,BOYS
DIET,DADI INSTT. OF ENGINEERING AND TECHNOLOGY,PVT,AU,VSP,ANAKAPALLE,COED,JNTUV,2006.0,AU,CIV,47400,120118.0,OC,BOYS
DIET,DADI INSTT. OF ENGINEERING AND TECHNOLOGY,PVT,AU,VSP,ANAKAPALLE,COED,JNTUV,2006.0,AU,CSD,47400,83010.0,OC,BOYS
DIET,DADI INSTT. OF ENGINEERING AND TECHNOLOGY,PVT,AU,VSP,ANAKAPALLE,COED,JNTUV,2006.0,AU,CSE,47400,62597.0,OC,BOYS
DIET,DADI INSTT. OF ENGINEERING AND TECHNOLOGY,PVT,AU,VSP,ANAKAPALLE,COED,JNTUV,2006.0,AU,CSM,47400,83139.0,OC,BOYS
DIET,DADI INSTT. OF ENGINEERING AND TECHNOLOGY,PVT,AU,VSP,ANAKAPALLE,COED,JNTUV,2006.0,AU,ECE,47400,53065.0,OC,BOYS
DIET,DADI INSTT. OF ENGINEERING AND TECHNOLOGY,PVT,AU,VSP,ANAKAPALLE,COED,JNTUV,2006.0,AU,EEE,47400,116015.0,OC,BOYS
DLBC,DR L BULLAYYA COLL EGE OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2010.0,AU,CIV,46700,43106.0,OC,BOYS
DLBC,DR L BULLAYYA COLL EGE OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2010.0,AU,CSE,46700,48264.0,OC,BOYS
DLBC,DR L BULLAYYA COLL EGE OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2010.0,AU,ECE,46700,55044.0,OC,BOYS
DLBC,DR L BULLAYYA COLL EGE OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2010.0,AU,EEE,46700,70184.0,OC,BOYS
GITS,GONNA INST OF INFO TECHNOLOGY SCIENCES,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2009.0,AU,CIV,46300,154696.0,OC,BOYS
GITS,GONNA INST OF INFO TECHNOLOGY SCIENCES,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2009.0,AU,CSE,46300,129279.0,OC,BOYS
GITS,GONNA INST OF INFO TECHNOLOGY SCIENCES,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2009.0,AU,ECE,46300,93137.0,OC,BOYS
GITS,GONNA INST OF INFO TECHNOLOGY SCIENCES,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2009.0,AU,MEC,46300,130465.0,OC,BOYS
GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,1996.0,AU,CHE,105000,43148.0,OC,BOYS
GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,1996.0,AU,CIV,105000,44897.0,OC,BOYS
GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,1996.0,AU,CSD,105000,4230.0,OC,BOYS
GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,1996.0,AU,CSE,105000,3838.0,OC,BOYS
GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,1996.0,AU,CSM,105000,4079.0,OC,BOYS
GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,1996.0,AU,ECE,105000,6787.0,OC,BOYS
GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,1996.0,AU,EEE,105000,23074.0,OC,BOYS
GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,1996.0,AU,INF,105000,6422.0,OC,BOYS
GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,1996.0,AU,MEC,105000,27664.0,OC,BOYS
GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,1996.0,AU,MRB,105000,38691.0,OC,BOYS
GVPT,G V P COLLEGE FOR DEGREE AND PG COURSES,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2011.0,AU,CIV,92400,39321.0,OC,BOYS
GVPT,G V P COLLEGE FOR DEGREE AND PG COURSES,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2011.0,AU,CSE,92400,42218.0,OC,BOYS
GVPT,G V P COLLEGE FOR DEGREE AND PG COURSES,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2011.0,AU,CSM,92400,23508.0,OC,BOYS
GVPT,G V P COLLEGE FOR DEGREE AND PG COURSES,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2011.0,AU,ECE,92400,23711.0,OC,BOYS
GVPT,G V P COLLEGE FOR DEGREE AND PG COURSES,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2011.0,AU,MEC,92400,81890.0,OC,BOYS
NSRE,N S RAJU INSTITUTE OF ENGG AND TECHNOLOGY,PVT,AU,VSP,DAKAMARRI VILLAGE,COED,JNTUV,2008.0,AU,CSE,43000,61538.0,OC,BOYS
NSRE,N S RAJU INSTITUTE OF ENGG AND TECHNOLOGY,PVT,AU,VSP,DAKAMARRI VILLAGE,COED,JNTUV,2008.0,AU,CSM,43000,70036.0,OC,BOYS
NSRE,N S RAJU INSTITUTE OF ENGG AND TECHNOLOGY,PVT,AU,VSP,DAKAMARRI VILLAGE,COED,JNTUV,2008.0,AU,ECE,43000,88251.0,OC,BOYS
NSRE,N S RAJU INSTITUTE OF ENGG AND TECHNOLOGY,PVT,AU,VSP,DAKAMARRI VILLAGE,COED,JNTUV,2008.0,AU,MEC,43000,90748.0,OC,BOYS
NSRT,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008.0,AU,CSD,43000,48312.0,OC,BOYS
NSRT,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008.0,AU,CSE,43000,47826.0,OC,BOYS
NSRT,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008.0,AU,CSM,43000,49785.0,OC,BOYS
NSRT,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008.0,AU,ECE,43000,52281.0,OC,BOYS
NSRT,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008.0,AU,EEE,43000,73702.0,OC,BOYS
NSRT,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008.0,AU,MEC,43000,75517.0,OC,BOYS
RAGU,RAGHU ENGINEERING COLLEGE,PVT,AU,VSP,BHEEMUNIPATNAM,COED,JNTUV,2001.0,AU,CIV,80800,71355.0,OC,BOYS
RAGU,RAGHU ENGINEERING COLLEGE,PVT,AU,VSP,BHEEMUNIPATNAM,COED,JNTUV,2001.0,AU,CSC,80800,31239.0,OC,BOYS
