INSTCODE,NAME OF THE INSTITUTION,TYPE,INST_REG,DIST,PLACE,COED,AFFL.,ESTD,A_REG,branch_code,COLLFEE,cutoff_rank,category,gender,Demand_Level
ACEE,ADARSH COLLEGE OF ENGINEERING,PVT,AU,EG,GOLLAPROLU,COED,JNTUK,2008,AU,CIV,43000,146103,OC,BOYS,Low
ACEE,ADARSH COLLEGE OF ENGINEERING,PVT,AU,EG,GOLLAPROLU,COED,JNTUK,2008,AU,CSE,43000,128861,OC,BOYS,Low
ACEE,ADARSH COLLEGE OF ENGINEERING,PVT,AU,EG,GOLLAPROLU,COED,JNTUK,2008,AU,ECE,43000,161894,OC,BOYS,Low
ACEE,ADARSH COLLEGE OF ENGINEERING,PVT,AU,EG,GOLLAPROLU,COED,JNTUK,2008,AU,MEC,43000,152545,OC,BOYS,Low
ACET,ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2004,AU,CIV,53500,71458,OC,BOYS,High
ACET,ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2004,AU,CSD,53500,38871,OC,BOYS,High
ACET,ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2004,AU,CSE,53500,25298,OC,BOYS,High
ACET,ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2004,AU,CSM,53500,32023,OC,BOYS,High
ACET,ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2004,AU,ECE,53500,42426,OC,BOYS,High
ACET,ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2004,AU,EEE,53500,49158,OC,BOYS,High
ACET,ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2004,AU,INF,53500,37216,OC,BOYS,High
ACET,ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2004,AU,MEC,53500,65182,OC,BOYS,High
ACPS,ADITYA COLLEGE OF PHARMACY,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2006,AU,PHD,38000,80115,OC,BOYS,Low
ANURSF,ADI KAVI NANNAYA UNIVERSITY COLLEGE OF ENGG.-SELF FINANCE,SF,AU,EG,RAJAHMUNDRY,COED,AKNU,2016,AU,CIV,35000,107746,OC,BOYS,Medium
ANURSF,ADI KAVI NANNAYA UNIVERSITY COLLEGE OF ENGG.-SELF FINANCE,SF,AU,EG,RAJAHMUNDRY,COED,AKNU,2016,AU,CSE,35000,41808,OC,BOYS,Medium
ANURSF,ADI KAVI NANNAYA UNIVERSITY COLLEGE OF ENGG.-SELF FINANCE,SF,AU,EG,RAJAHMUNDRY,COED,AKNU,2016,AU,ECE,35000,39968,OC,BOYS,Medium
ANURSF,ADI KAVI NANNAYA UNIVERSITY COLLEGE OF ENGG.-SELF FINANCE,SF,AU,EG,RAJAHMUNDRY,COED,AKNU,2016,AU,EIE,35000,101020,OC,BOYS,Medium
ANURSF,ADI KAVI NANNAYA UNIVERSITY COLLEGE OF ENGG.-SELF FINANCE,SF,AU,EG,RAJAHMUNDRY,COED,AKNU,2016,AU,MEC,35000,101368,OC,BOYS,Medium
APCS,ADITYA PHARMACY COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2004,AU,PHD,65000,76005,OC,BOYS,Low
BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,PVT,AU,EG,ODALAREVU,COED,JNTUK,1997,AU,AIM,48800,68839,OC,BOYS,Medium
BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,PVT,AU,EG,ODALAREVU,COED,JNTUK,1997,AU,CAD,48800,67481,OC,BOYS,Medium
BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,PVT,AU,EG,ODALAREVU,COED,JNTUK,1997,AU,CIV,48800,126892,OC,BOYS,Medium
BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,PVT,AU,EG,ODALAREVU,COED,JNTUK,1997,AU,CSE,48800,56054,OC,BOYS,Medium
BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,PVT,AU,EG,ODALAREVU,COED,JNTUK,1997,AU,CSM,48800,63316,OC,BOYS,Medium
BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,PVT,AU,EG,ODALAREVU,COED,JNTUK,1997,AU,ECE,48800,82990,OC,BOYS,Medium
BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,PVT,AU,EG,ODALAREVU,COED,JNTUK,1997,AU,EEE,48800,115620,OC,BOYS,Medium
BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,PVT,AU,EG,ODALAREVU,COED,JNTUK,1997,AU,INF,48800,84411,OC,BOYS,Medium
BVCE,B V CHALAMAIAH ENGINEERING COLLEGE,PVT,AU,EG,ODALAREVU,COED,JNTUK,1997,AU,MEC,48800,126947,OC,BOYS,Medium
BVCR,BVC COLLEGE OF ENGINEERING,PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,2009,AU,AID,43000,75128,OC,BOYS,Medium
BVCR,BVC COLLEGE OF ENGINEERING,PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,2009,AU,CSE,43000,75707,OC,BOYS,Medium
BVCR,BVC COLLEGE OF ENGINEERING,PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,2009,AU,CSM,43000,78455,OC,BOYS,Medium
BVCR,BVC COLLEGE OF ENGINEERING,PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,2009,AU,ECE,43000,105760,OC,BOYS,Medium
BVCR,BVC COLLEGE OF ENGINEERING,PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,2009,AU,INF,43000,121784,OC,BOYS,Medium
BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,PVT,AU,EG,AMALAPURAM,COED,JNTUK,2002,AU,AIM,52800,46093,OC,BOYS,Medium
BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,PVT,AU,EG,AMALAPURAM,COED,JNTUK,2002,AU,CAD,52800,52009,OC,BOYS,Medium
BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,PVT,AU,EG,AMALAPURAM,COED,JNTUK,2002,AU,CIV,52800,126466,OC,BOYS,Medium
BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,PVT,AU,EG,AMALAPURAM,COED,JNTUK,2002,AU,CSE,52800,37462,OC,BOYS,Medium
BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,PVT,AU,EG,AMALAPURAM,COED,JNTUK,2002,AU,ECE,52800,69316,OC,BOYS,Medium
BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,PVT,AU,EG,AMALAPURAM,COED,JNTUK,2002,AU,EEE,52800,104895,OC,BOYS,Medium
BVTS,BONAM VENKATA CHALAMAIAH INST. OF TECH AND SCI.,PVT,AU,EG,AMALAPURAM,COED,JNTUK,2002,AU,INF,52800,72055,OC,BOYS,Medium
CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,PVT,AU,EG,KAKINADA,COED,JNTUK,2005,AU,AID,43000,142677,OC,BOYS,Low
CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,PVT,AU,EG,KAKINADA,COED,JNTUK,2005,AU,CSE,43000,140387,OC,BOYS,Low
CHKN,CHAITANYA INST. OF SCI. AND TECHNOLOGY,PVT,AU,EG,KAKINADA,COED,JNTUK,2005,AU,ECE,43000,134603,OC,BOYS,Low
GIET,GIET ENGINEERING COLLEGE,PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,2005,AU,CSD,51000,60948,OC,BOYS,Medium
GIET,GIET ENGINEERING COLLEGE,PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,2005,AU,CSE,51000,60668,OC,BOYS,Medium
GIET,GIET ENGINEERING COLLEGE,PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,2005,AU,CSM,51000,64867,OC,BOYS,Medium
GIET,GIET ENGINEERING COLLEGE,PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,2005,AU,INF,51000,82739,OC,BOYS,Medium
GIET,GIET ENGINEERING COLLEGE,PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,2005,AU,MEC,51000,91022,OC,BOYS,Medium
IDEL,IDEAL INSTITUTE OF TECHNOLOGY,PVT,AU,EG,KAKINADA,COED,JNTUK,2009,AU,CSE,43000,59107,OC,BOYS,Medium
IDEL,IDEAL INSTITUTE OF TECHNOLOGY,PVT,AU,EG,KAKINADA,COED,JNTUK,2009,AU,CSM,43000,73985,OC,BOYS,Medium
IDEL,IDEAL INSTITUTE OF TECHNOLOGY,PVT,AU,EG,KAKINADA,COED,JNTUK,2009,AU,ECE,43000,57918,OC,BOYS,Medium
IDEL,IDEAL INSTITUTE OF TECHNOLOGY,PVT,AU,EG,KAKINADA,COED,JNTUK,2009,AU,MEC,43000,113733,OC,BOYS,Medium
ISTSOC,INTERNATIONAL SCHOOL OF TECH AND SCI -OFF CAMPUS,PVT,AU,EG,JANGAREDDYGUDEM,COED,JNTUK,2024,AU,AIM,43000,142070,OC,BOYS,Low
ISTSOC,INTERNATIONAL SCHOOL OF TECH AND SCI -OFF CAMPUS,PVT,AU,EG,JANGAREDDYGUDEM,COED,JNTUK,2024,AU,CSE,43000,151131,OC,BOYS,Low
JNKFSF,SCHOOL OF FOOD TECHNOLOGY JNTUK KAKINADA-SELF FINANCE,SF,AU,EG,KAKINADA,COED,JNTUK,2020,AU,FDE,45000,67964,OC,BOYS,Low
JNKPSF,SCHOOL OF PHARMACEUTICAL SCI. AND TECH.-SELF FINANCE,SF,AU,EG,KAKINADA,COED,JNTUK,2011,AU,PHM,45000,176248,OC,BOYS,Low
JNTK,JNTUK COLLEGE OF ENGG. KAKINADA,UNIV,AU,EG,KAKINADA,COED,JNTUK,1946,AU,CIV,10000,13331,OC,BOYS,High
JNTK,JNTUK COLLEGE OF ENGG. KAKINADA,UNIV,AU,EG,KAKINADA,COED,JNTUK,1946,AU,CSE,10000,2039,OC,BOYS,High
JNTK,JNTUK COLLEGE OF ENGG. KAKINADA,UNIV,AU,EG,KAKINADA,COED,JNTUK,1946,AU,ECE,10000,3414,OC,BOYS,High
JNTK,JNTUK COLLEGE OF ENGG. KAKINADA,UNIV,AU,EG,KAKINADA,COED,JNTUK,1946,AU,EEE,10000,5330,OC,BOYS,High
JNTK,JNTUK COLLEGE OF ENGG. KAKINADA,UNIV,AU,EG,KAKINADA,COED,JNTUK,1946,AU,MEC,10000,13200,OC,BOYS,High
JNTKSF,JNTUK COLLEGE OF ENGG. KAKINADA-SELF FINANCE,SF,AU,EG,KAKINADA,COED,JNTUK,1946,AU,CHE,45000,32732,OC,BOYS,High
JNTKSF,JNTUK COLLEGE OF ENGG. KAKINADA-SELF FINANCE,SF,AU,EG,KAKINADA,COED,JNTUK,1946,AU,PEE,45000,61232,OC,BOYS,High
JNTKSS,JNTUK COLLEGE OF ENGG. KAKINADA-SELF SUPPORTING,SS,AU,EG,KAKINADA,COED,JNTUK,1946,AU,CSM,75000,4344,OC,BOYS,High
KIEK,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,EG,KAKINADA,COED,JNTUK,2009,AU,AID,43000,124116,OC,BOYS,Medium
KIEK,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,EG,KAKINADA,COED,JNTUK,2009,AU,CAI,43000,155698,OC,BOYS,Medium
KIEK,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,EG,KAKINADA,COED,JNTUK,2009,AU,CSC,43000,132895,OC,BOYS,Medium
KIEK,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,EG,KAKINADA,COED,JNTUK,2009,AU,CSD,43000,175446,OC,BOYS,Medium
KIEK,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,EG,KAKINADA,COED,JNTUK,2009,AU,CSM,43000,146475,OC,BOYS,Medium
KIET,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,EG,KAKINADA,COED,JNTUK,2001,AU,AID,52400,85843,OC,BOYS,Medium
KIET,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,EG,KAKINADA,COED,JNTUK,2001,AU,CAI,52400,86079,OC,BOYS,Medium
KIET,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,EG,KAKINADA,COED,JNTUK,2001,AU,CSC,52400,89558,OC,BOYS,Medium
KIET,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,EG,KAKINADA,COED,JNTUK,2001,AU,CSD,52400,118085,OC,BOYS,Medium
KIET,KAKINADA INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,EG,KAKINADA,COED,JNTUK,2001,AU,CSM,52400,167479,OC,BOYS,Medium
KISR,KAKINADA INSTITUTE OF TECHNOLOGY SCIENCES,PVT,AU,EG,RAMACHANDRAPURAM,COED,JNTUK,2008,AU,CSE,43000,139261,OC,BOYS,Low
KISR,KAKINADA INSTITUTE OF TECHNOLOGY SCIENCES,PVT,AU,EG,RAMACHANDRAPURAM,COED,JNTUK,2008,AU,ECE,43000,118590,OC,BOYS,Low
KTSP,KAKINADA INSTITUTE OF TECHNOLOGY AND SCIENCE,PVT,AU,EG,DIVILI,COED,JNTUK,2008,AU,CIV,43000,149191,OC,BOYS,Medium
KTSP,KAKINADA INSTITUTE OF TECHNOLOGY AND SCIENCE,PVT,AU,EG,DIVILI,COED,JNTUK,2008,AU,CSE,43000,108657,OC,BOYS,Medium
KTSP,KAKINADA INSTITUTE OF TECHNOLOGY AND SCIENCE,PVT,AU,EG,DIVILI,COED,JNTUK,2008,AU,ECE,43000,102445,OC,BOYS,Medium
KTSP,KAKINADA INSTITUTE OF TECHNOLOGY AND SCIENCE,PVT,AU,EG,DIVILI,COED,JNTUK,2008,AU,EEE,43000,119718,OC,BOYS,Medium
KTSP,KAKINADA INSTITUTE OF TECHNOLOGY AND SCIENCE,PVT,AU,EG,DIVILI,COED,JNTUK,2008,AU,MEC,43000,156488,OC,BOYS,Medium
LENO,LENORA COLLEGE OF ENGINEERING,PVT,AU,EG,RAMPACHODAVARAM,COED,JNTUK,2000,AU,CIV,43000,177255,OC,BOYS,Medium
LENO,LENORA COLLEGE OF ENGINEERING,PVT,AU,EG,RAMPACHODAVARAM,COED,JNTUK,2000,AU,CSE,43000,147210,OC,BOYS,Medium
LENO,LENORA COLLEGE OF ENGINEERING,PVT,AU,EG,RAMPACHODAVARAM,COED,JNTUK,2000,AU,ECE,43000,82045,OC,BOYS,Medium
LENO,LENORA COLLEGE OF ENGINEERING,PVT,AU,EG,RAMPACHODAVARAM,COED,JNTUK,2000,AU,EEE,43000,174707,OC,BOYS,Medium
LENO,LENORA COLLEGE OF ENGINEERING,PVT,AU,EG,RAMPACHODAVARAM,COED,JNTUK,2000,AU,MEC,43000,161034,OC,BOYS,Medium
PRAG,PRAGATI ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,AU,CAI,77800,29246,OC,BOYS,High
PRAG,PRAGATI ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,AU,CIV,77800,91293,OC,BOYS,High
PRAG,PRAGATI ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,AU,CSC,77800,36883,OC,BOYS,High
PRAG,PRAGATI ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,AU,CSD,77800,36294,OC,BOYS,High
PRAG,PRAGATI ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,AU,CSE,77800,25332,OC,BOYS,High
PRAG,PRAGATI ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,AU,CSM,77800,26568,OC,BOYS,High
PRAG,PRAGATI ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,AU,ECE,77800,30816,OC,BOYS,High
PRAG,PRAGATI ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,AU,EEE,77800,48462,OC,BOYS,High
PRAG,PRAGATI ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,AU,INF,77800,37722,OC,BOYS,High
PRAG,PRAGATI ENGINEERING COLLEGE,PVT,AU,EG,PEDDAPURAM,COED,JNTUK,2001,AU,MEC,77800,78209,OC,BOYS,High
PREC,DR PAUL RAJS ENGINEERING COLLEGE,PVT,AU,EG,YETAPAKA,COED,JNTUK,1997,AU,CIV,43000,161879,OC,BOYS,Low
PREC,DR PAUL RAJS ENGINEERING COLLEGE,PVT,AU,EG,YETAPAKA,COED,JNTUK,1997,AU,CSE,43000,139498,OC,BOYS,Low
PREC,DR PAUL RAJS ENGINEERING COLLEGE,PVT,AU,EG,YETAPAKA,COED,JNTUK,1997,AU,ECE,43000,113382,OC,BOYS,Low
PREC,DR PAUL RAJS ENGINEERING COLLEGE,PVT,AU,EG,YETAPAKA,COED,JNTUK,1997,AU,EEE,43000,155306,OC,BOYS,Low
PREC,DR PAUL RAJS ENGINEERING COLLEGE,PVT,AU,EG,YETAPAKA,COED,JNTUK,1997,AU,MEC,43000,152025,OC,BOYS,Low
PYDE,PYDAH COLL OF ENGINEERING,PVT,AU,EG,KAKINADA,COED,JNTUK,2009,AU,CAI,43000,90233,OC,BOYS,Medium
PYDE,PYDAH COLL OF ENGINEERING,PVT,AU,EG,KAKINADA,COED,JNTUK,2009,AU,CSE,43000,82562,OC,BOYS,Medium
PYDE,PYDAH COLL OF ENGINEERING,PVT,AU,EG,KAKINADA,COED,JNTUK,2009,AU,ECE,43000,123192,OC,BOYS,Medium
PYDE,PYDAH COLL OF ENGINEERING,PVT,AU,EG,KAKINADA,COED,JNTUK,2009,AU,MEC,43000,147965,OC,BOYS,Medium
RIET,RAJAMAHENDRI INST OF ENGG AND TECHNOLOGY,PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,2008,AU,CSD,43000,103446,OC,BOYS,Low
RIET,RAJAMAHENDRI INST OF ENGG AND TECHNOLOGY,PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,2008,AU,CSE,43000,95688,OC,BOYS,Low
RIET,RAJAMAHENDRI INST OF ENGG AND TECHNOLOGY,PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,2008,AU,CSM,43000,103249,OC,BOYS,Low
RIET,RAJAMAHENDRI INST OF ENGG AND TECHNOLOGY,PVT,AU,EG,RAJAHMUNDRY,COED,JNTUK,2008,AU,ECE,43000,112643,OC,BOYS,Low
SRIN,SRINIVASA INST OF ENGG AND TECHNOLOGY,PVT,AU,EG,CHEYYERU,COED,JNTUK,2009,AU,AIM,45700,149174,OC,BOYS,Medium
SRIN,SRINIVASA INST OF ENGG AND TECHNOLOGY,PVT,AU,EG,CHEYYERU,COED,JNTUK,2009,AU,CIV,45700,166759,OC,BOYS,Medium
SRIN,SRINIVASA INST OF ENGG AND TECHNOLOGY,PVT,AU,EG,CHEYYERU,COED,JNTUK,2009,AU,CSE,45700,90042,OC,BOYS,Medium
SRIN,SRINIVASA INST OF ENGG AND TECHNOLOGY,PVT,AU,EG,CHEYYERU,COED,JNTUK,2009,AU,ECE,45700,161667,OC,BOYS,Medium
SRIN,SRINIVASA INST OF ENGG AND TECHNOLOGY,PVT,AU,EG,CHEYYERU,COED,JNTUK,2009,AU,MEC,45700,150585,OC,BOYS,Medium
VSMR,V.S.M COLLEGE OF ENGINEERING,PVT,AU,EG,RAMACHANDRAPURAM,COED,JNTUK,2009,AU,CIV,65800,134762,OC,BOYS,Medium
VSMR,V.S.M COLLEGE OF ENGINEERING,PVT,AU,EG,RAMACHANDRAPURAM,COED,JNTUK,2009,AU,CSD,65800,111638,OC,BOYS,Medium
VSMR,V.S.M COLLEGE OF ENGINEERING,PVT,AU,EG,RAMACHANDRAPURAM,COED,JNTUK,2009,AU,CSE,65800,98142,OC,BOYS,Medium
VSMR,V.S.M COLLEGE OF ENGINEERING,PVT,AU,EG,RAMACHANDRAPURAM,COED,JNTUK,2009,AU,CSM,65800,87775,OC,BOYS,Medium
VSMR,V.S.M COLLEGE OF ENGINEERING,PVT,AU,EG,RAMACHANDRAPURAM,COED,JNTUK,2009,AU,ECE,65800,124722,OC,BOYS,Medium
VSMR,V.S.M COLLEGE OF ENGINEERING,PVT,AU,EG,RAMACHANDRAPURAM,COED,JNTUK,2009,AU,EEE,65800,127843,OC,BOYS,Medium
VSMR,V.S.M COLLEGE OF ENGINEERING,PVT,AU,EG,RAMACHANDRAPURAM,COED,JNTUK,2009,AU,INF,65800,161044,OC,BOYS,Medium
VSMR,V.S.M COLLEGE OF ENGINEERING,PVT,AU,EG,RAMACHANDRAPURAM,COED,JNTUK,2009,AU,MEC,65800,117266,OC,BOYS,Medium
AMRN,A.M.REDDY MEMORIAL COLL. OF ENGINEERING,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2007,AU,CS,43000,150061,OC,BOYS,Medium
AMRN,A.M.REDDY MEMORIAL COLL. OF ENGINEERING,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2007,AU,CSE,43000,105059,OC,BOYS,Medium
AMRN,A.M.REDDY MEMORIAL COLL. OF ENGINEERING,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2007,AU,ECE,43000,131634,OC,BOYS,Medium
ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE,SF,AU,GTR,GUNTUR,COED,ANU,2009,AU,AIM,40000,35348,OC,BOYS,High
ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE,SF,AU,GTR,GUNTUR,COED,ANU,2009,AU,CIV,40000,98000,OC,BOYS,High
ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE,SF,AU,GTR,GUNTUR,COED,ANU,2009,AU,CS,40000,56125,OC,BOYS,High
ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE,SF,AU,GTR,GUNTUR,COED,ANU,2009,AU,CSE,40000,38172,OC,BOYS,High
ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE,SF,AU,GTR,GUNTUR,COED,ANU,2009,AU,DS,40000,56421,OC,BOYS,High
ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE,SF,AU,GTR,GUNTUR,COED,ANU,2009,AU,ECE,40000,37983,OC,BOYS,High
ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE,SF,AU,GTR,GUNTUR,COED,ANU,2009,AU,EEE,40000,78359,OC,BOYS,High
ANCUSF,DR.YSR COLLEGE OF ENGINEERING & TECHNOLOGY-SELF FINANCE,SF,AU,GTR,GUNTUR,COED,ANU,2009,AU,MEC,40000,90271,OC,BOYS,High
BCOP,BAPATLA COLLEGE OF PHARMACY,PVT,AU,GTR,BAPATLA,COED,JNTUK,1995,AU,PHM,65600,176641,OC,BOYS,Low
BECB,BAPATLA ENGINEERING COLLEGE,PVT,AU,GTR,BAPATLA,COED,ANU,1981,AU,CIV,84900,102340,OC,BOYS,High
BECB,BAPATLA ENGINEERING COLLEGE,PVT,AU,GTR,BAPATLA,COED,ANU,1981,AU,CSC,84900,49804,OC,BOYS,High
BECB,BAPATLA ENGINEERING COLLEGE,PVT,AU,GTR,BAPATLA,COED,ANU,1981,AU,CSD,84900,42447,OC,BOYS,High
BECB,BAPATLA ENGINEERING COLLEGE,PVT,AU,GTR,BAPATLA,COED,ANU,1981,AU,CSE,84900,40418,OC,BOYS,High
BECB,BAPATLA ENGINEERING COLLEGE,PVT,AU,GTR,BAPATLA,COED,ANU,1981,AU,CSM,84900,37049,OC,BOYS,High
BECB,BAPATLA ENGINEERING COLLEGE,PVT,AU,GTR,BAPATLA,COED,ANU,1981,AU,ECE,84900,44254,OC,BOYS,High
BECB,BAPATLA ENGINEERING COLLEGE,PVT,AU,GTR,BAPATLA,COED,ANU,1981,AU,EEE,84900,72457,OC,BOYS,High
BECB,BAPATLA ENGINEERING COLLEGE,PVT,AU,GTR,BAPATLA,COED,ANU,1981,AU,INF,84900,61945,OC,BOYS,High
BECB,BAPATLA ENGINEERING COLLEGE,PVT,AU,GTR,BAPATLA,COED,ANU,1981,AU,MEC,84900,90754,OC,BOYS,High
CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,ANU,2007,AU,CAI,43000,71102,OC,BOYS,Medium
CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,ANU,2007,AU,CIT,43000,104767,OC,BOYS,Medium
CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,ANU,2007,AU,CIV,43000,126187,OC,BOYS,Medium
CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,ANU,2007,AU,CSC,43000,76319,OC,BOYS,Medium
CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,ANU,2007,AU,CSD,43000,68200,OC,BOYS,Medium
CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,ANU,2007,AU,CSE,43000,75710,OC,BOYS,Medium
CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,ANU,2007,AU,CSM,43000,52096,OC,BOYS,Medium
CIET,CHALAPATHI INST OF ENGG AND TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,ANU,2007,AU,ECE,43000,83847,OC,BOYS,Medium
CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,AIM,43000,117613,OC,BOYS,Medium
CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,CAI,43000,113206,OC,BOYS,Medium
CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,CIV,43000,169993,OC,BOYS,Medium
CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,CSC,43000,146839,OC,BOYS,Medium
CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,CSD,43000,121074,OC,BOYS,Medium
CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,CSE,43000,122382,OC,BOYS,Medium
CITY,CHALAPATHI INST OF TECHNOLOGY,PVT,AU,GTR,GUNTUR,COED,JNTUK,2008,AU,ECE,43000,97629,OC,BOYS,Medium
CLPT,CHALAPATHI INSTITUTE OF PHARMACEUTICAL SCI.,PVT,AU,GTR,GUNTUR,COED,ANU,2004,AU,PHM,77500,149909,OC,BOYS,Low
ESWR,ESWAR COLLEGE OF ENGINEERING,PVT,AU,GTR,NARSARAOPET,COED,JNTUK,2008,AU,AUT,43000,148963,OC,BOYS,Medium
