INSTCODE,NAME OF THE INSTITUTION,TYPE,INST_REG,DIST,PLACE,COED,AFFL.,ESTD,A_REG,branch_code,COLLFEE,cutoff_rank,category,gender,Demand_Level
ANIL,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI,PVT,AU,VSP,BHEEMUNIPATNAM,COED,AU,2001,AU,CSM,84100,65494,BCE,BOYS,High
ANIL,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI,PVT,AU,VSP,BHEEMUNIPATNAM,COED,AU,2001,AU,ECE,84100,65869,BCE,BOYS,High
ANIL,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI,PVT,AU,VSP,BHEEMUNIPATNAM,COED,AU,2001,AU,EEE,84100,137910,BCE,BOYS,High
ANIL,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI,PVT,AU,VSP,BHEEMUNIPATNAM,COED,AU,2001,AU,INF,84100,91439,BCE,BOYS,High
ANIL,ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI,PVT,AU,VSP,BHEEMUNIPATNAM,COED,AU,2001,AU,MEC,84100,133056,BCE,BOYS,High
AUCE,A U COLLEGE OF ENGG. VISAKHAPATNAM,UNIV,AU,VSP,VISAKHAPATNAM,COED,AU,1953,AU,BIO,44500,32107,BCE,BOYS,High
AUCE,A U COLLEGE OF ENGG. VISAKHAPATNAM,UNIV,AU,VSP,VISAKHAPATNAM,COED,AU,1953,AU,CHE,44500,67627,BCE,BOYS,High
AUCE,A U COLLEGE OF ENGG. VISAKHAPATNAM,UNIV,AU,VSP,VISAKHAPATNAM,COED,AU,1953,AU,CIV,44500,23612,BCE,BOYS,High
AUCE,A U COLLEGE OF ENGG. VISAKHAPATNAM,UNIV,AU,VSP,VISAKHAPATNAM,COED,AU,1953,AU,CSE,44500,2524,BCE,BOYS,High
AUCE,A U COLLEGE OF ENGG. VISAKHAPATNAM,UNIV,AU,VSP,VISAKHAPATNAM,COED,AU,1953,AU,ECE,44500,4391,BCE,BOYS,High
AUCE,A U COLLEGE OF ENGG. VISAKHAPATNAM,UNIV,AU,VSP,VISAKHAPATNAM,COED,AU,1953,AU,EEE,44500,17613,BCE,BOYS,High
AUCE,A U COLLEGE OF ENGG. VISAKHAPATNAM,UNIV,AU,VSP,VISAKHAPATNAM,COED,AU,1953,AU,GIN,44500,100451,BCE,BOYS,High
AUCE,A U COLLEGE OF ENGG. VISAKHAPATNAM,UNIV,AU,VSP,VISAKHAPATNAM,COED,AU,1953,AU,IST,44500,20878,BCE,BOYS,High
AUCE,A U COLLEGE OF ENGG. VISAKHAPATNAM,UNIV,AU,VSP,VISAKHAPATNAM,COED,AU,1953,AU,MEC,44500,12665,BCE,BOYS,High
AUCE,A U COLLEGE OF ENGG. VISAKHAPATNAM,UNIV,AU,VSP,VISAKHAPATNAM,COED,AU,1953,AU,NAM,44500,47703,BCE,BOYS,High
AUCESF,A U COLLEGE OF ENGG-SELF FINANCE VISAKHAPATNAM,SF,AU,VSP,VISAKHAPATNAM,COED,AU,2018,AU,INF,62000,11924,BCE,BOYS,High
AUCP,AU COLLEGE OF ENGG. SCHOOL OF PHARMACY,UNIV,AU,VSP,VISAKHAPATNAM,COED,AU,1926,AU,PHM,29900,147953,BCE,BOYS,Low
AUCPSF,AU COLLEGE OF ENGG.SCHOOL OF PHARMACY-SELF FINANCE,SF,AU,VSP,VISAKHAPATNAM,COED,AU,2009,AU,PHD,68000,58907,BCE,BOYS,Low
AVEN,AVANTHI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,VSP,NARSIPATNAM,COED,JNTUV,1999,AU,CSD,43000,156189,BCE,BOYS,Medium
AVEN,AVANTHI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,VSP,NARSIPATNAM,COED,JNTUV,1999,AU,CSE,43000,170314,BCE,BOYS,Medium
AVEN,AVANTHI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,VSP,NARSIPATNAM,COED,JNTUV,1999,AU,CSM,43000,49963,BCE,BOYS,Medium
AVEN,AVANTHI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,VSP,NARSIPATNAM,COED,JNTUV,1999,AU,ECE,43000,170430,BCE,BOYS,Medium
AVEN,AVANTHI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,VSP,NARSIPATNAM,COED,JNTUV,1999,AU,EEE,43000,153617,BCE,BOYS,Medium
AVEN,AVANTHI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,VSP,NARSIPATNAM,COED,JNTUV,1999,AU,MEC,43000,172041,BCE,BOYS,Medium
BABA,BABA INST OF TECH AND SCIENCES,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,AIM,43000,166403,BCE,BOYS,Medium
BABA,BABA INST OF TECH AND SCIENCES,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,CIV,43000,33095,BCE,BOYS,Medium
BABA,BABA INST OF TECH AND SCIENCES,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,CS,43000,167083,BCE,BOYS,Medium
BABA,BABA INST OF TECH AND SCIENCES,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,CSE,43000,173608,BCE,BOYS,Medium
BABA,BABA INST OF TECH AND SCIENCES,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,ECE,43000,139836,BCE,BOYS,Medium
BABA,BABA INST OF TECH AND SCIENCES,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,MEC,43000,176403,BCE,BOYS,Medium
BCET,BEHARA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2024,AU,CSD,43000,51457,BCE,BOYS,Medium
BCET,BEHARA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2024,AU,CSE,43000,166956,BCE,BOYS,Medium
BCET,BEHARA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2024,AU,ECE,43000,115497,BCE,BOYS,Medium
BCET,BEHARA COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2024,AU,MEC,43000,170258,BCE,BOYS,Medium
CEVP,CHAITANYA ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002,AU,AID,43000,148847,BCE,BOYS,Medium
CEVP,CHAITANYA ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002,AU,CAI,43000,119690,BCE,BOYS,Medium
CEVP,CHAITANYA ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002,AU,CIV,43000,99956,BCE,BOYS,Medium
CEVP,CHAITANYA ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002,AU,CSE,43000,173342,BCE,BOYS,Medium
CEVP,CHAITANYA ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002,AU,CSM,43000,160889,BCE,BOYS,Medium
CEVP,CHAITANYA ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002,AU,ECE,43000,158998,BCE,BOYS,Medium
CEVP,CHAITANYA ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002,AU,MEC,43000,153954,BCE,BOYS,Medium
DIET,DADI INSTT. OF ENGINEERING AND TECHNOLOGY,PVT,AU,VSP,ANAKAPALLE,COED,JNTUV,2006,AU,CIV,47400,175097,BCE,BOYS,Medium
DIET,DADI INSTT. OF ENGINEERING AND TECHNOLOGY,PVT,AU,VSP,ANAKAPALLE,COED,JNTUV,2006,AU,CSD,47400,113696,BCE,BOYS,Medium
DIET,DADI INSTT. OF ENGINEERING AND TECHNOLOGY,PVT,AU,VSP,ANAKAPALLE,COED,JNTUV,2006,AU,CSE,47400,154162,BCE,BOYS,Medium
DIET,DADI INSTT. OF ENGINEERING AND TECHNOLOGY,PVT,AU,VSP,ANAKAPALLE,COED,JNTUV,2006,AU,CSM,47400,147908,BCE,BOYS,Medium
DIET,DADI INSTT. OF ENGINEERING AND TECHNOLOGY,PVT,AU,VSP,ANAKAPALLE,COED,JNTUV,2006,AU,ECE,47400,128216,BCE,BOYS,Medium
DIET,DADI INSTT. OF ENGINEERING AND TECHNOLOGY,PVT,AU,VSP,ANAKAPALLE,COED,JNTUV,2006,AU,EEE,47400,116015,BCE,BOYS,Medium
DLBC,DR L BULLAYYA COLL EGE OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2010,AU,CIV,46700,43106,BCE,BOYS,Medium
DLBC,DR L BULLAYYA COLL EGE OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2010,AU,CSE,46700,78201,BCE,BOYS,Medium
DLBC,DR L BULLAYYA COLL EGE OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2010,AU,ECE,46700,132596,BCE,BOYS,Medium
DLBC,DR L BULLAYYA COLL EGE OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2010,AU,EEE,46700,145603,BCE,BOYS,Medium
GITS,GONNA INST OF INFO TECHNOLOGY SCIENCES,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2009,AU,CIV,46300,154696,BCE,BOYS,Low
GITS,GONNA INST OF INFO TECHNOLOGY SCIENCES,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2009,AU,CSE,46300,137855,BCE,BOYS,Low
GITS,GONNA INST OF INFO TECHNOLOGY SCIENCES,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2009,AU,ECE,46300,155268,BCE,BOYS,Low
GITS,GONNA INST OF INFO TECHNOLOGY SCIENCES,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2009,AU,MEC,46300,130465,BCE,BOYS,Low
GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,1996,AU,CHE,105000,117319,BCE,BOYS,High
GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,1996,AU,CIV,105000,171915,BCE,BOYS,High
GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,1996,AU,CSD,105000,8655,BCE,BOYS,High
GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,1996,AU,CSE,105000,7580,BCE,BOYS,High
GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,1996,AU,CSM,105000,7159,BCE,BOYS,High
GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,1996,AU,ECE,105000,25539,BCE,BOYS,High
GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,1996,AU,EEE,105000,94134,BCE,BOYS,High
GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,1996,AU,INF,105000,24434,BCE,BOYS,High
GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,1996,AU,MEC,105000,87358,BCE,BOYS,High
GVPE,GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,1996,AU,MRB,105000,75203,BCE,BOYS,High
GVPT,G V P COLLEGE FOR DEGREE AND PG COURSES,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2011,AU,CIV,92400,156949,BCE,BOYS,High
GVPT,G V P COLLEGE FOR DEGREE AND PG COURSES,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2011,AU,CSE,92400,114923,BCE,BOYS,High
GVPT,G V P COLLEGE FOR DEGREE AND PG COURSES,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2011,AU,CSM,92400,74763,BCE,BOYS,High
GVPT,G V P COLLEGE FOR DEGREE AND PG COURSES,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2011,AU,ECE,92400,85279,BCE,BOYS,High
GVPT,G V P COLLEGE FOR DEGREE AND PG COURSES,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2011,AU,MEC,92400,132843,BCE,BOYS,High
NSRE,N S RAJU INSTITUTE OF ENGG AND TECHNOLOGY,PVT,AU,VSP,DAKAMARRI VILLAGE,COED,JNTUV,2008,AU,CSE,43000,159076,BCE,BOYS,Medium
NSRE,N S RAJU INSTITUTE OF ENGG AND TECHNOLOGY,PVT,AU,VSP,DAKAMARRI VILLAGE,COED,JNTUV,2008,AU,CSM,43000,139243,BCE,BOYS,Medium
NSRE,N S RAJU INSTITUTE OF ENGG AND TECHNOLOGY,PVT,AU,VSP,DAKAMARRI VILLAGE,COED,JNTUV,2008,AU,ECE,43000,154478,BCE,BOYS,Medium
NSRE,N S RAJU INSTITUTE OF ENGG AND TECHNOLOGY,PVT,AU,VSP,DAKAMARRI VILLAGE,COED,JNTUV,2008,AU,MEC,43000,140659,BCE,BOYS,Medium
NSRT,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,CSD,43000,93398,BCE,BOYS,High
NSRT,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,CSE,43000,154261,BCE,BOYS,High
NSRT,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,CSM,43000,94568,BCE,BOYS,High
NSRT,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,ECE,43000,93861,BCE,BOYS,High
NSRT,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,EEE,43000,126918,BCE,BOYS,High
NSRT,NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,MEC,43000,132519,BCE,BOYS,High
RAGU,RAGHU ENGINEERING COLLEGE,PVT,AU,VSP,BHEEMUNIPATNAM,COED,JNTUV,2001,AU,CIV,80800,114549,BCE,BOYS,High
RAGU,RAGHU ENGINEERING COLLEGE,PVT,AU,VSP,BHEEMUNIPATNAM,COED,JNTUV,2001,AU,CSC,80800,75346,BCE,BOYS,High
RAGU,RAGHU ENGINEERING COLLEGE,PVT,AU,VSP,BHEEMUNIPATNAM,COED,JNTUV,2001,AU,CSD,80800,172581,BCE,BOYS,High
RAGU,RAGHU ENGINEERING COLLEGE,PVT,AU,VSP,BHEEMUNIPATNAM,COED,JNTUV,2001,AU,CSE,80800,172634,BCE,BOYS,High
RAGU,RAGHU ENGINEERING COLLEGE,PVT,AU,VSP,BHEEMUNIPATNAM,COED,JNTUV,2001,AU,CSM,80800,173924,BCE,BOYS,High
RAGU,RAGHU ENGINEERING COLLEGE,PVT,AU,VSP,BHEEMUNIPATNAM,COED,JNTUV,2001,AU,CSO,80800,91018,BCE,BOYS,High
RAGU,RAGHU ENGINEERING COLLEGE,PVT,AU,VSP,BHEEMUNIPATNAM,COED,JNTUV,2001,AU,ECE,80800,154915,BCE,BOYS,High
RAGU,RAGHU ENGINEERING COLLEGE,PVT,AU,VSP,BHEEMUNIPATNAM,COED,JNTUV,2001,AU,MEC,80800,119139,BCE,BOYS,High
SAVE,SANKETHIKA VIDYA PARISHAD ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2003,AU,AID,43000,146966,BCE,BOYS,Medium
SAVE,SANKETHIKA VIDYA PARISHAD ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2003,AU,AIM,43000,162036,BCE,BOYS,Medium
SAVE,SANKETHIKA VIDYA PARISHAD ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2003,AU,CIV,43000,144231,BCE,BOYS,Medium
SAVE,SANKETHIKA VIDYA PARISHAD ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2003,AU,CSE,43000,131082,BCE,BOYS,Medium
SAVE,SANKETHIKA VIDYA PARISHAD ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2003,AU,ECE,43000,145955,BCE,BOYS,Medium
SAVE,SANKETHIKA VIDYA PARISHAD ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2003,AU,EEE,43000,160233,BCE,BOYS,Medium
SAVE,SANKETHIKA VIDYA PARISHAD ENGINEERING COLLEGE,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2003,AU,MEC,43000,174915,BCE,BOYS,Medium
SAVEOC,SANKETHIKA VIDYA PARISHAD ENGINEERING COLLEGE-OFF CAMPUS,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2024,AU,AI,43000,138959,BCE,BOYS,Low
SAVEOC,SANKETHIKA VIDYA PARISHAD ENGINEERING COLLEGE-OFF CAMPUS,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2024,AU,CSE,43000,166603,BCE,BOYS,Low
SAVEOC,SANKETHIKA VIDYA PARISHAD ENGINEERING COLLEGE-OFF CAMPUS,PVT,AU,VSP,VISAKHAPATNAM,COED,AU,2024,AU,ECE,43000,98966,BCE,BOYS,Low
SIMH,SIMHADRI EDNL SOC GRP OF INSTNS,PVT,AU,VSP,SABBAVARAM,COED,JNTUV,2009,AU,EEE,43000,146242,BCE,BOYS,Low
VIVP,VIGNANS INSTITUTE OF INFORMATION TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002,AU,AID,68700,130344,BCE,BOYS,High
VIVP,VIGNANS INSTITUTE OF INFORMATION TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002,AU,CAI,68700,142777,BCE,BOYS,High
VIVP,VIGNANS INSTITUTE OF INFORMATION TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002,AU,CIV,68700,148629,BCE,BOYS,High
VIVP,VIGNANS INSTITUTE OF INFORMATION TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002,AU,CSC,68700,121291,BCE,BOYS,High
VIVP,VIGNANS INSTITUTE OF INFORMATION TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002,AU,CSD,68700,98315,BCE,BOYS,High
VIVP,VIGNANS INSTITUTE OF INFORMATION TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002,AU,CSE,68700,52983,BCE,BOYS,High
VIVP,VIGNANS INSTITUTE OF INFORMATION TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002,AU,ECE,68700,79581,BCE,BOYS,High
VIVP,VIGNANS INSTITUTE OF INFORMATION TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002,AU,ECM,68700,131737,BCE,BOYS,High
VIVP,VIGNANS INSTITUTE OF INFORMATION TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002,AU,EEE,68700,147757,BCE,BOYS,High
VIVP,VIGNANS INSTITUTE OF INFORMATION TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002,AU,INF,68700,157459,BCE,BOYS,High
VIVP,VIGNANS INSTITUTE OF INFORMATION TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2002,AU,MEC,68700,160470,BCE,BOYS,High
VNIP,VISWANATHA INST OF PHARM SCI,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,PHD,38000,123080,BCE,BOYS,Low
VSPT,VISAKHA INST OF ENGG AND TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,CIV,43000,86783,BCE,BOYS,Medium
VSPT,VISAKHA INST OF ENGG AND TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,CSC,43000,75133,BCE,BOYS,Medium
VSPT,VISAKHA INST OF ENGG AND TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,CSD,43000,150296,BCE,BOYS,Medium
VSPT,VISAKHA INST OF ENGG AND TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,CSE,43000,135775,BCE,BOYS,Medium
VSPT,VISAKHA INST OF ENGG AND TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,ECE,43000,171333,BCE,BOYS,Medium
VSPT,VISAKHA INST OF ENGG AND TECHNOLOGY,PVT,AU,VSP,VISAKHAPATNAM,COED,JNTUV,2008,AU,MEC,43000,143949,BCE,BOYS,Medium
WSTM,WELLFARE INST OF SCIENCE TECH AND MGMT,PVT,AU,VSP,PINAGADI,COED,AU,2009,AU,CIV,43000,141683,BCE,BOYS,Medium
WSTM,WELLFARE INST OF SCIENCE TECH AND MGMT,PVT,AU,VSP,PINAGADI,COED,AU,2009,AU,CSE,43000,159027,BCE,BOYS,Medium
WSTM,WELLFARE INST OF SCIENCE TECH AND MGMT,PVT,AU,VSP,PINAGADI,COED,AU,2009,AU,ECE,43000,148400,BCE,BOYS,Medium
WSTM,WELLFARE INST OF SCIENCE TECH AND MGMT,PVT,AU,VSP,PINAGADI,COED,AU,2009,AU,EEE,43000,148973,BCE,BOYS,Medium
WSTM,WELLFARE INST OF SCIENCE TECH AND MGMT,PVT,AU,VSP,PINAGADI,COED,AU,2009,AU,MEC,43000,140661,BCE,BOYS,Medium
ARTB,AVANTHIS RESEARCH AND TECHNOLOGICAL ACADEMY,PVT,AU,VZM,BHOGAPURAM,COED,JNTUV,2008,AU,CSC,43000,150951,BCE,BOYS,Medium
ARTB,AVANTHIS RESEARCH AND TECHNOLOGICAL ACADEMY,PVT,AU,VZM,BHOGAPURAM,COED,JNTUV,2008,AU,CSE,43000,147931,BCE,BOYS,Medium
ARTB,AVANTHIS RESEARCH AND TECHNOLOGICAL ACADEMY,PVT,AU,VZM,BHOGAPURAM,COED,JNTUV,2008,AU,CSM,43000,160499,BCE,BOYS,Medium
ARTB,AVANTHIS RESEARCH AND TECHNOLOGICAL ACADEMY,PVT,AU,VZM,BHOGAPURAM,COED,JNTUV,2008,AU,ECE,43000,174610,BCE,BOYS,Medium
ARTB,AVANTHIS RESEARCH AND TECHNOLOGICAL ACADEMY,PVT,AU,VZM,BHOGAPURAM,COED,JNTUV,2008,AU,MEC,43000,145435,BCE,BOYS,Medium
ASTC,AVANTHIS ST THERESSA INSTITUTE OF ENGG AND TECHNOLOGY,PVT,AU,VZM,CHEEPURUPALLI,COED,JNTUK,2001,AU,CSE,43000,173161,BCE,BOYS,Medium
ASTC,AVANTHIS ST THERESSA INSTITUTE OF ENGG AND TECHNOLOGY,PVT,AU,VZM,CHEEPURUPALLI,COED,JNTUK,2001,AU,CSM,43000,112031,BCE,BOYS,Medium
ASTC,AVANTHIS ST THERESSA INSTITUTE OF ENGG AND TECHNOLOGY,PVT,AU,VZM,CHEEPURUPALLI,COED,JNTUK,2001,AU,ECE,43000,163874,BCE,BOYS,Medium
ASTC,AVANTHIS ST THERESSA INSTITUTE OF ENGG AND TECHNOLOGY,PVT,AU,VZM,CHEEPURUPALLI,COED,JNTUK,2001,AU,EEE,43000,98201,BCE,BOYS,Medium
ASTC,AVANTHIS ST THERESSA INSTITUTE OF ENGG AND TECHNOLOGY,PVT,AU,VZM,CHEEPURUPALLI,COED,JNTUK,2001,AU,MEC,43000,117763,BCE,BOYS,Medium
AVEV,AVANTHI INST. OF ENGINEERING AND TECHNOLOGY,PVT,AU,VZM,BHOGAPURAM,COED,JNTUV,2005,AU,CSE,43000,111420,BCE,BOYS,Medium
AVEV,AVANTHI INST. OF ENGINEERING AND TECHNOLOGY,PVT,AU,VZM,BHOGAPURAM,COED,JNTUV,2005,AU,CSM,43000,134434,BCE,BOYS,Medium
AVEV,AVANTHI INST. OF ENGINEERING AND TECHNOLOGY,PVT,AU,VZM,BHOGAPURAM,COED,JNTUV,2005,AU,ECE,43000,145445,BCE,BOYS,Medium
AVEV,AVANTHI INST. OF ENGINEERING AND TECHNOLOGY,PVT,AU,VZM,BHOGAPURAM,COED,JNTUV,2005,AU,EEE,43000,169886,BCE,BOYS,Medium
AVEV,AVANTHI INST. OF ENGINEERING AND TECHNOLOGY,PVT,AU,VZM,BHOGAPURAM,COED,JNTUV,2005,AU,MEC,43000,116327,BCE,BOYS,Medium
GGIB,GOKUL GROUP OF INSTITUTIONS,PVT,AU,VZM,BOBBILI,COED,JNTUV,2010,AU,CAI,43000,145536,BCE,BOYS,Low
GGIB,GOKUL GROUP OF INSTITUTIONS,PVT,AU,VZM,BOBBILI,COED,JNTUV,2010,AU,CSD,43000,97202,BCE,BOYS,Low
GGIB,GOKUL GROUP OF INSTITUTIONS,PVT,AU,VZM,BOBBILI,COED,JNTUV,2010,AU,MEC,43000,160465,BCE,BOYS,Low
JNTV,JNTUK COLLEGE OF ENGINEERING VIZIANAGARAM,UNIV,AU,VZM,VIZIANAGARAM,COED,JNTUV,2007,AU,CIV,10000,21917,BCE,BOYS,High
JNTV,JNTUK COLLEGE OF ENGINEERING VIZIANAGARAM,UNIV,AU,VZM,VIZIANAGARAM,COED,JNTUV,2007,AU,CSE,10000,14128,BCE,BOYS,High
JNTV,JNTUK COLLEGE OF ENGINEERING VIZIANAGARAM,UNIV,AU,VZM,VIZIANAGARAM,COED,JNTUV,2007,AU,ECE,10000,39363,BCE,BOYS,High
JNTV,JNTUK COLLEGE OF ENGINEERING VIZIANAGARAM,UNIV,AU,VZM,VIZIANAGARAM,COED,JNTUV,2007,AU,EEE,10000,44086,BCE,BOYS,High
JNTV,JNTUK COLLEGE OF ENGINEERING VIZIANAGARAM,UNIV,AU,VZM,VIZIANAGARAM,COED,JNTUV,2007,AU,INF,10000,43116,BCE,BOYS,High
JNTV,JNTUK COLLEGE OF ENGINEERING VIZIANAGARAM,UNIV,AU,VZM,VIZIANAGARAM,COED,JNTUV,2007,AU,MEC,10000,144996,BCE,BOYS,High
JNTV,JNTUK COLLEGE OF ENGINEERING VIZIANAGARAM,UNIV,AU,VZM,VIZIANAGARAM,COED,JNTUV,2007,AU,MET,10000,107190,BCE,BOYS,High
LIET,LENDI INST OF ENGG AND TECHNOLOGY,PVT,AU,VZM,VIZIANAGARAM,COED,JNTUV,2008,AU,CIT,62300,34051,BCE,BOYS,High
LIET,LENDI INST OF ENGG AND TECHNOLOGY,PVT,AU,VZM,VIZIANAGARAM,COED,JNTUV,2008,AU,CSE,62300,169579,BCE,BOYS,High
